,name,text,Label,reviewUrl,reviewerUrl,stars,publishAt,text_tokens
430,Rano Adiyoso,nasi campur unik enak dagingnya lumayan empuk,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLOHEyMHhBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICK8q20xAE%7CCgsI3NyTgwYQ6MDLNA%7C?hl=id,https://www.google.com/maps/contrib/103984426388798893249?hl=id,4,2 tahun lalu,nasi campur unik enak daging lumayan empuk
432,Adi Wardana,rasa masakan enak lahan parkir mobil luas,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNLa3FuSEpnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICKkqnHJg%7CCgsI3fKPgwYQ6L2oQA%7C?hl=id,https://www.google.com/maps/contrib/105979458355550504736?hl=id,4,2 tahun lalu,masakan enak lahan parkir mobil luas
436,yudistiro gandhi,makanya enak terutama paling suka sama rawon klo kesini hindari jam makan siang krn akan penuh,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNLa05xY0J3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICKkNqcBw%7CCgwIl7HvggYQ2NzN5wI%7C?hl=id,https://www.google.com/maps/contrib/115133288648940340173?hl=id,5,2 tahun lalu,enak suka rawon klo kesini hindar jam makan siang krn penuh
438,Lapak Psikologi,oh my god so yummy the waiter did an excellent job i was happy to see how clean everything was make sure to save room for dessert,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5ai1XaDFnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDyj-Wh1gE%7CCgwI8-zeggYQgKD6rAM%7C?hl=id,https://www.google.com/maps/contrib/112946080689072670295?hl=id,5,2 tahun lalu,oh god yummy waiter excellent job happy see clean everything make sure save room dessert
440,tudilalala,nasi campurnya enak hanya saja untuk daging goreng kurang enak karena masih kurang empuk utk yg lainnya enak banget dah,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5LWF1eEZ3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDy-auxFw%7CCgwIm8WyggYQuNvctQI%7C?hl=id,https://www.google.com/maps/contrib/100258150068537834821?hl=id,5,2 tahun lalu,nasi campur enak daging goreng enak empuk utk yg enak banget dah
441,Aris Rakhman,masakannya euunak poll,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5LVlTTVh3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDy-YSMXw%7CCgwI_bqxggYQgMzb7AI%7C?hl=id,https://www.google.com/maps/contrib/101909908244054622242?hl=id,5,2 tahun lalu,masakan euunak poll
442,Tio Irawan,warung ini terletak di kota bangkalan pulau madura letaknya tidak jauh dari bebek sinjay sekitar menit setelah bebek sinjay lokasinya agak masuk sedikit dari jalan raya tetapi lahan parkirnya sangat luas sehingga tidak susah untuk parkir disini makanya untuk menu nasi semua harganya sama yaitu rp untuk rasa sangat enak saya waktu disini mencoba menu nasi campur dan nasi rawon kedua menu yg saya coba ini semuanya enak tiap harinya sangat ramai dikunjungi oleh pelanggan ini menu wajib kalo sedang berkujung ke madura untuk mencari kuliner madura semoga informasi ini bisa bermanfaat,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5M3QteXB3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDy3t-ypwE%7CCgwIrZ2bggYQiMTMkgM%7C?hl=id,https://www.google.com/maps/contrib/104353589009813414684?hl=id,5,2 tahun lalu,warung letak kota bangkal pulau madura letak bebek sinjay menit bebek sinjay lokasi masuk jalan raya lahan parkir luas susah parkir menu nasi harga rp enak coba menu nasi campur nasi rawon menu yg coba enak hari ramai kunjung langgan menu wajib kalo kujung madura cari kuliner madura moga informasi manfaat
444,Nizar Anita,enak dan murahb,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5OXBiaGhBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDy9pbhhAE%7CCgwIoLCRggYQkJHApgE%7C?hl=id,https://www.google.com/maps/contrib/108948652888825679590?hl=id,5,2 tahun lalu,enak murahb
450,Efendi Irfan,maka enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5d3ZDTzVnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDywvCO5gE%7CCgwIt7nwgQYQwNbFigI%7C?hl=id,https://www.google.com/maps/contrib/100599744002475595658?hl=id,5,2 tahun lalu,enak
451,Agus Pamekasan,bener bener mantap bukan kaleng kaleng,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5dkphWnBBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDyvJaZpAE%7CCgwI0d_sgQYQ4P65jQI%7C?hl=id,https://www.google.com/maps/contrib/117257484586201233974?hl=id,5,2 tahun lalu,bener bener mantap kaleng kaleng
453,Endro Purnomo,pasti balik lagi makanya enak enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5ak5xTUFREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDyjNqMAQ%7CCgwI5czjgQYQoJGTjgM%7C?hl=id,https://www.google.com/maps/contrib/105105725785196668622?hl=id,5,2 tahun lalu,enak enak
454,Jaya Saputro,kukiner wajib kala di bangkalan nasi petisnya maknyussss empal dan paru gorengnya ,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5bU9hYnB3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDymOabpwE%7CCgwI9aHSgQYQ4K2hoQE%7C?hl=id,https://www.google.com/maps/contrib/116221738326322078361?hl=id,5,2 tahun lalu,kukiner wajib bangkal nasi petis maknyussss empal paru goreng
457,Samsul Arifin,enak dan nikmatttttt,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5XzVyYnJnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICy_5rbrgE%7CCgsIq8K-gQYQkPCmNQ%7C?hl=id,https://www.google.com/maps/contrib/115089932062144229279?hl=id,2,2 tahun lalu,enak nikmatttttt
461,zen zen,tempat luas masakan enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5cV9MbzR3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICyq_Lo4wE%7CCgwI182egQYQyIGK5gE%7C?hl=id,https://www.google.com/maps/contrib/108821848345443272717?hl=id,5,2 tahun lalu,luas masakan enak
462,Syukron Muchlis,ok dirasa oke di harga maknyus menu nusantara banget,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5ZzlETXNRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICyg9DMsQE%7CCgsI2K-QgQYQ8Jybdg%7C?hl=id,https://www.google.com/maps/contrib/109553830475561601846?hl=id,4,2 tahun lalu,ok rasa oke harga maknyus menu nusantara banget
464,Yon Wu,nasinya dingin keras makanya rasanya hambar lauknya dingin semua,Negatif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5dGJmQ1d3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICytbfCWw%7CCgwIrrmDgQYQ6PnZoAM%7C?hl=id,https://www.google.com/maps/contrib/117468896925369914200?hl=id,1,2 tahun lalu,nasi dingin keras hambar lauk dingin
465,Ulul Albab LM Putra,salah satu maka terlezat yang ada di bangkalan,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ4aVl5Z1hBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgID8iYygXA%7CCgwIt9qCgQYQkP_85wE%7C?hl=id,https://www.google.com/maps/contrib/115761482900572173347?hl=id,5,2 tahun lalu,salah lezat bangkal
466,Harry Lesmana,maka lumayan enak harga juga lumayan murah tempat makannya sangat panas atapnya tanpa ceiling,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5NWRXR0tBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICy5dWGKA%7CCgwIvs_9gAYQsPG3gwI%7C?hl=id,https://www.google.com/maps/contrib/103238303154370447578?hl=id,3,2 tahun lalu,lumayan enak harga lumayan murah makan panas atap ceiling
467,Zain Zairo,mantab,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5NWNXdF93RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICy5cWt_wE%7CCgwI5sf9gAYQ-KnW-wI%7C?hl=id,https://www.google.com/maps/contrib/101167165863150651271?hl=id,5,2 tahun lalu,mantab
468,Ardhia Wishnuprakasa,rasanya khas dan tiada duanya rekomendasi yang layak untuk dicoba saya suka yang berkuah seperti gule soto dan rawon,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5eWRqSlBnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICyydjJPg%7CCgwIh7zugAYQiJTKmAM%7C?hl=id,https://www.google.com/maps/contrib/104760630966212254255?hl=id,5,2 tahun lalu,khas tiada dua rekomendasi layak coba suka kuah gule soto rawon
470,Rahmad Sufriyadi,menux mantaappp,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5aWZySXNnRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICyifrIsgE%7CCgwInPnsgAYQuLCUtgI%7C?hl=id,https://www.google.com/maps/contrib/110275097382422959793?hl=id,5,2 tahun lalu,menux mantaappp
471,Sudiro NN,rasa enak harga sesuai,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5MGJLd19nRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICy0bKw_gE%7CCgwInaLogAYQ2Mqg-wE%7C?hl=id,https://www.google.com/maps/contrib/102050003868065944755?hl=id,5,2 tahun lalu,enak harga sesuai
472,Hendra Ardi Setiadi,mantap apalagi tambah gur gur gur,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5em9qcjNRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICyzojr3QE%7CCgwIzp3VgAYQ6LHcqgI%7C?hl=id,https://www.google.com/maps/contrib/112636562969214443830?hl=id,5,2 tahun lalu,mantap gur gur gur
473,Bambang Sigit Priyanto,nasi petisnya mantap,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5OXFtTlpREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICy9qmNZQ%7CCgsI8L_SgAYQuK-QdQ%7C?hl=id,https://www.google.com/maps/contrib/101294854931092905105?hl=id,5,2 tahun lalu,nasi petis mantap
475,Dean Richard_076,makanya enak dan sesuai kantong,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5eklXR0hBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICyzIWGHA%7CCgsIv-ypgAYQyLefXA%7C?hl=id,https://www.google.com/maps/contrib/102267466260300789554?hl=id,5,2 tahun lalu,enak sesuai kantong
478,Rino Julian,mantap ,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5a0tYLUJ3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICykKX-Bw%7CCgwI696KgAYQsMfA2wE%7C?hl=id,https://www.google.com/maps/contrib/110370559986274733145?hl=id,5,2 tahun lalu,mantap
479,rosi rosidi,masakan mak nyus,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5a05tWkFREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICykNmZAQ%7CCgwI_daKgAYQ-ICWhwM%7C?hl=id,https://www.google.com/maps/contrib/108838766988801019960?hl=id,5,2 tahun lalu,masakan mak nyus
481,maydrilla pc,wenak banget,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5d09DT3hRRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICywOCOxQE%7CCgwI6NuFgAYQ6JvdvQE%7C?hl=id,https://www.google.com/maps/contrib/108454633995652933652?hl=id,5,2 tahun lalu,wenak banget
484,Joel Agung Sumarga,warung tempat makan yg benar nikmat rasanya dan area parkir yg luas,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTMjV6ZFl3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDS25zdYw%7CCgwI6MHr_wUQwOGsogE%7C?hl=id,https://www.google.com/maps/contrib/112564843233739289734?hl=id,5,2 tahun lalu,warung makan yg nikmat area parkir yg luas
485,Astan Kasrudijanto,nasi campur nya enak banget,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTeTdtTVRBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDSy7mMTA%7CCgwI0djl_wUQ2K-3owE%7C?hl=id,https://www.google.com/maps/contrib/103803011000929976049?hl=id,5,2 tahun lalu,nasi campur nya enak banget
487,Adink Dink,enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURTOWZ6STd3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDS9fzI7wE%7CCgwIq9zK_wUQ6PrwtAM%7C?hl=id,https://www.google.com/maps/contrib/108631638827047009990?hl=id,1,2 tahun lalu,enak
489,Albab Ulil,top markotop,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURTaGYzQ2hBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDShf3ChAE%7CCgsIurXA_wUQqPKBXA%7C?hl=id,https://www.google.com/maps/contrib/104390331928416095372?hl=id,5,2 tahun lalu,top markotop
490,Fathur Rohman,mantaaap,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURTNGZmTS13RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDS4ffM-wE%7CCgwIo_er_wUQqKCf4wI%7C?hl=id,https://www.google.com/maps/contrib/103829325645526039591?hl=id,5,2 tahun lalu,mantaaap
491,Oemah Cake,untuk rasa lumayan harga standart,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURTNGJtcTZ3RRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDS4bmq6wE%7CCgsIosCr_wUQ4MGGDw%7C?hl=id,https://www.google.com/maps/contrib/115148010407300623443?hl=id,4,2 tahun lalu,lumayan harga standart
493,Badrud Tamam,markotop,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURTbnBlTHhBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDSnpeLxAE%7CCgsIjeOg_wUQoJPbYA%7C?hl=id,https://www.google.com/maps/contrib/108836363710759052346?hl=id,5,2 tahun lalu,markotop
494,Abdul Muis,enak banget,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTenMzU1F3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDSzs3SQw%7CCgwI-v-a_wUQiJ-6rQI%7C?hl=id,https://www.google.com/maps/contrib/115580694609345627114?hl=id,5,2 tahun lalu,enak banget
495,fuad abdullah,mantap,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTOXYzb0pBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDS9v3oJA%7CCgwImICX_wUQ0LXJmAE%7C?hl=id,https://www.google.com/maps/contrib/105833448909550481543?hl=id,5,2 tahun lalu,mantap
496,MOH. ARIF SUGIYANTO Arif,enak sekali rawonnya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTOXRMVEp3EAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDS9tLTJw%7CCgwIuICW_wUQsLfPtgM%7C?hl=id,https://www.google.com/maps/contrib/110845666957293365618?hl=id,5,2 tahun lalu,enak rawon
499,Diana Lestari,rasanya enak cocok ,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTaXVXWktREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDSiuWZKQ%7CCgwI4pz__gUQoMuDhQE%7C?hl=id,https://www.google.com/maps/contrib/102695513821059950117?hl=id,5,2 tahun lalu,enak cocok
502,moch suli,rasanya enak dan murah,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTd3ZUSlVREAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDSwvTJUQ%7CCgwI8Lzz_gUQyN7SlwI%7C?hl=id,https://www.google.com/maps/contrib/103894048836855157594?hl=id,5,2 tahun lalu,enak murah
504,Cubby Wong,maka nya enak murah parkir luas pemilik nya ramah,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNTNWZuR19BRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICS5fnG_AE%7CCgwI9-zo_gUQ2KODjAE%7C?hl=id,https://www.google.com/maps/contrib/109760046647434642516?hl=id,5,2 tahun lalu,nya enak murah parkir luas milik nya ramah
506,Soleh Emha (MH Soleh),enak,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNTMU5LZ25BRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgICS1NKgnAE%7CCgwIiM3f_gUQiJzNpwI%7C?hl=id,https://www.google.com/maps/contrib/109166729794996742242?hl=id,4,2 tahun lalu,enak
510,Jamalul Akbar,nyaman,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURpeWZqVVlnEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDiyfjUYg%7CCgwIo-S3_gUQkL3EgQI%7C?hl=id,https://www.google.com/maps/contrib/115262175029015495266?hl=id,4,2 tahun lalu,nyaman
512,Erwin Susanto,enak dan murah,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURpMnVyX1ZBEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDi2ur_VA%7CCgwIz86c_gUQ0MCbsQI%7C?hl=id,https://www.google.com/maps/contrib/116101458991052935138?hl=id,4,2 tahun lalu,enak murah
513,Siti Mufarrohah,maka enak nasi campur ya recomended deeh,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURpc3VpV09BEAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDisuiWOA%7CCgwIg7WY_gUQ-Knr9AI%7C?hl=id,https://www.google.com/maps/contrib/111851998548036344985?hl=id,5,2 tahun lalu,enak nasi campur ya recomended deeh
514,Anjar Gladianto,nasi campur nya mantap om terutama sambelnya,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURpbk1DS01REAE!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDinMCKMQ%7CCgwI7tyH_gUQ6M39kQE%7C?hl=id,https://www.google.com/maps/contrib/106173752940415789632?hl=id,5,2 tahun lalu,nasi campur nya mantap om sambelnya
515,Najmun Tsurooya,nasi campur nya mantull,Positif,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURpN00tQ3RBRRAB!2m1!1s0x0:0x62c93d89c23e55aa!3m1!1s2@1:CIHM0ogKEICAgIDi7M-CtAE%7CCgwIkM2H_gUQyJr51wI%7C?hl=id,https://www.google.com/maps/contrib/101972698890409768668?hl=id,5,2 tahun lalu,nasi campur nya mantull
